name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"Name 5",0,0,2,0,0,2009,"Trivia","Roll / Spin and Move","Endless Games (I)",4.87803,1.4,5,361,13191,132,Unplayable,null,null,null,null,null,null,null,null,null,null,NotRecommended,14
"Tomorrow",6,18,4,90,90,2013,"Bluffing,Environmental,Modern Warfare,Negotiation,Political,Science Fiction,Wargame","Area Control / Area Influence,Card Drafting,Hand Management,Partnerships,Simultaneous Action Selection,Take That,Variable Player Powers","Conquistador Games, Inc.",6.37972,2.6957,23,690,3603,390,Moderate,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,NotRecommended,12
"Big Five",4,7,1,20,20,2010,"Animals,Card Game","Hand Management,Pattern Building","999 Games,AMIGO Spiel + Freizeit GmbH",6.38195,1.4615,13,264,4732,169,No,null,Best,null,Recommended,null,null,null,null,null,null,null,5
"BattleCON: War of Indines",4,9,2,15,15,2010,"Card Game,Fighting,Print & Play","Hand Management,Point to Point Movement,Rock-Paper-Scissors,Simultaneous Action Selection,Variable Player Powers","Level 99 Games",7.86365,2.6923,78,2388,497,1239,Extensive,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,10
"Rory's Story Cubes: Actions",12,6,1,20,20,2007,"Dice","Co-operative Play,Dice Rolling,Pattern Recognition,Storytelling","The Creativity Hub,Gamewright,REBEL.pl",6.45157,1.2174,23,2143,2546,617,No,null,Recommended,Best,Best,Recommended,null,null,null,null,null,null,5
"BITS",4,8,1,30,45,2011,"Puzzle","Tile Placement","Ravensburger Spieleverlag GmbH",6.47499,1.4583,24,385,3198,337,No,Best,Best,Best,Best,null,null,null,null,null,null,NotRecommended,6
"RoboDerby: Express",2,10,2,45,45,2011,"Print & Play,Racing,Science Fiction","Action / Movement Programming,Dice Rolling,Modular Board,Simultaneous Action Selection","(Web published),Print & Play Productions",7.16437,1.7917,24,272,3629,144,No,NotRecommended,Best,null,null,null,null,null,null,null,null,Best,10
"Off the Dead: Chapitre 1 – Morts à Venice Beach",4,10,1,45,45,2011,"Card Game,Zombies","Co-operative Play,Dice Rolling","Ludimaniac",6.70333,1.9091,11,241,5213,120,Some,Recommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,14
"Faux•Cabulary",7,13,3,0,0,2011,"Party Game,Word Game","null","Out of the Box Publishing",5.77375,1.1111,9,344,8974,153,Unplayable,NotRecommended,NotRecommended,NotRecommended,Best,Best,Best,Recommended,null,null,null,NotRecommended,6
"Run, Fight, or Die!",4,13,1,40,40,2014,"Fighting,Horror,Miniatures,Zombies","Dice Rolling,Press Your Luck,Variable Player Powers","8th Summit,Arclight,Grey Fox Games",7.0284,1.9647,85,2487,1058,1320,Extensive,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Jasper and Zot",1,7,1,30,30,2011,"Dice,Fantasy,Humor,Print & Play,Zombies","Chit-Pull System,Dice Rolling","(Web published)",6.16331,1.5556,18,249,6305,139,No,Best,null,null,null,null,null,null,null,null,null,NotRecommended,8
"Mount Drago",5,8,2,30,30,2011,"Fantasy","Hand Management","Schmidt Spiele",5.94259,1.8571,21,310,5538,282,No,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Ramses Return",4,7,2,10,10,2011,"Children's Game,Dice,Memory","Memory,Roll / Spin and Move,Set Collection","LEGO",5.47544,1,12,330,11692,114,null,null,null,null,null,null,null,null,null,null,null,null,5
"Offboard",2,7,2,20,20,2011,"Abstract Strategy","Grid Movement","Asmodee,FoxMind Israel,REBEL.pl,Schmidt Spiele,Tactic",6.63141,2.5556,9,216,4956,124,No,NotRecommended,Best,null,null,null,null,null,null,null,null,null,8
"Carcassonne: The Dice Game",5,8,2,10,10,2011,"Dice","Dice Rolling","999 Games,Filosofia Éditions,Hans im Glück Verlags-GmbH,Rio Grande Games",5.05731,1.1136,44,1481,13520,590,No,NotRecommended,Recommended,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,8
"Ninjago: The Board Game",4,8,2,15,15,2011,"Dice,Fantasy,Fighting","Co-operative Play,Roll / Spin and Move","LEGO",5.37052,1.2857,14,286,12061,115,No,null,null,null,null,null,null,null,null,null,null,null,5
"Angry Birds: Knock on Wood",4,5,2,25,25,2011,"Action / Dexterity,Children's Game,Video Game Theme","null","Mattel",4.62767,1.2143,28,617,13584,365,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,5
"Bugs & Co",8,8,2,5,5,2011,"Action / Dexterity,Children's Game,Memory,Party Game,Real-time","Memory,Set Collection","Libellud",5.43212,1,12,299,11786,151,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,Recommended,null,null,NotRecommended,6
"Eselsbrücke",12,8,3,30,45,2011,"Memory","Memory,Storytelling","Schmidt Spiele,Swan Panasia Co., Ltd.",6.9379,1.6667,18,484,2806,271,No,NotRecommended,NotRecommended,Recommended,Best,Best,Best,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,8
"Pergamon",4,10,2,45,45,2011,"Ancient","Set Collection","Eagle-Gryphon Games,eggertspiele,IELLO",6.95404,2.2456,171,2217,852,1983,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,10
"Principato",4,10,2,45,90,2011,"City Building,Economic,Farming,Renaissance","Card Drafting,Hand Management,Set Collection","eggertspiele,G3,Gigamic,Lautapelit.fi,White Goblin Games,Z-Man Games",6.28022,2.2857,63,1621,2540,869,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Eleminis",8,7,2,15,15,2010,"Card Game,Children's Game,Party Game","Hand Management,Set Collection,Take That","Game Salute,Smileypop",5.93616,1.1429,21,258,7151,159,No,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Recommended,NotRecommended,null,null,NotRecommended,6
"Blood Bowl: Team Manager – The Card Game",4,14,2,90,90,2011,"Card Game,Fantasy,Fighting,Sports","Area Control / Area Influence,Card Drafting,Deck / Pool Building,Dice Rolling,Hand Management","Edge Entertainment,Fantasy Flight Games,Galakta,Game Harbor,Heidelberger Spieleverlag,Stratelibri",7.38851,2.3237,556,10815,205,8144,Extensive,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"The Secret of Monte Cristo",4,8,2,60,60,2011,"Exploration,Novel-based","Action Point Allowance System,Area Control / Area Influence,Variable Phase Order","Asmodee,eggertspiele,Filosofia Éditions,Lautapelit.fi,Z-Man Games",6.1943,2.3947,38,925,3490,497,No,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Cargo Noir",5,8,2,30,90,2011,"Economic","Auction/Bidding,Set Collection,Worker Placement","Days of Wonder",6.5019,2.0824,170,3145,1390,2357,Some,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,10
"Airlines Europe",5,10,2,75,75,2011,"Aviation / Flight,Economic","Card Drafting,Route/Network Building,Set Collection,Stock Holding","ABACUSSPIELE,Competo / Marektoy,Filosofia Éditions,G3,Hobby Japan,Hobby World,Rio Grande Games",7.3744,2.4433,379,6385,255,5388,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Gold!",3,8,2,20,20,2011,"Card Game","Hand Management,Set Collection","ABACUSSPIELE,Hobby World",6.42308,1.4615,26,543,3269,377,No,NotRecommended,Best,Best,null,null,null,null,null,null,null,NotRecommended,8
"Pelican Cove",5,8,1,30,30,2011,"Puzzle,Real-time","Pattern Recognition","KOSMOS,Competo / Marektoy,Filosofia Éditions,Kaissa Chess & Games,Korea Boardgames co., Ltd.,SimplyFun",6.7571,1.7869,61,1072,1585,910,No,Recommended,Recommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,6
"Phantom Fury",1,12,1,240,240,2011,"Modern Warfare,Wargame","Area Movement,Chit-Pull System,Dice Rolling","Nuts! Publishing",7.44951,2.9474,19,377,3979,103,Some,Best,null,null,null,null,null,null,null,null,null,NotRecommended,14
"Khet 2.0",2,9,2,30,30,2011,"Abstract Strategy,Electronic","Grid Movement","Innovention Toys,Productief BV,Zvezda",6.84715,2.7429,35,1197,2208,494,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,6
"Venture Forth",4,12,2,60,60,2012,"Adventure,Mythology","Route/Network Building","Minion Games",6.25038,2.3478,23,522,4457,239,Moderate,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Andean Abyss",4,12,1,360,360,2012,"Modern Warfare,Political,Wargame","Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Variable Phase Order,Variable Player Powers","GMT Games",7.57684,3.679,162,2062,611,1257,Extensive,Recommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,14
"Ristorante Italia",5,10,2,90,90,2011,"Economic","Auction/Bidding,Card Drafting,Set Collection,Worker Placement","ElfinWerks,Red Glove",6.93644,2.3818,55,751,2000,525,Some,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
"Discworld: Ankh-Morpork",4,11,2,60,60,2011,"City Building,Fantasy,Novel-based","Area Control / Area Influence,Dice Rolling,Hand Management,Take That,Variable Player Powers","Devir,Esdevium,IELLO,Kaissa Chess & Games,KOSMOS,Mayfair Games,Phalanx Games Polska,REXhry,Treefrog Games,Zvezda",7.19032,2.218,523,8451,380,6898,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Map It! World Edition",6,10,2,20,20,2011,"Trivia","null","dV Giochi,FoxMind,Gigamic,Granna,Hobby Japan,HUCH! & friends,MINDOK",6.2969,1.1429,14,229,6031,113,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,10
"Schwarz Rot Gelb",6,8,2,20,20,2011,"Real-time","Pattern Building,Simultaneous Action Selection","999 Games,AMIGO Spiel + Freizeit GmbH,Gigamic",5.98072,1.2857,14,218,7208,125,Some,null,null,null,Best,Best,Best,null,null,null,null,null,null
"Rhino Hero",5,5,2,5,15,2011,"Action / Dexterity,Animals,Children's Game,Party Game","Hand Management","HABA - Habermaaß GmbH,Hobby World,Korea Boardgames co., Ltd.,Sugorokuya,Swan Panasia Co., Ltd.",7.05442,1.0357,112,5833,580,3355,No,NotRecommended,Recommended,Best,Recommended,Recommended,null,null,null,null,null,NotRecommended,4
"Mondo",4,8,1,20,30,2011,"Animals,Environmental,Puzzle,Real-time","Pattern Building,Tile Placement","Pegasus Spiele,Brain Games,dV Giochi,DVS Games,Fantasmagoria,Filosofia Éditions,Kaissa Chess & Games,Lautapelit.fi,Lifestyle Boardgames Ltd,Menart,MINDOK,REBEL.pl,Swan Panasia Co., Ltd.,White Goblin Games,Z-Man Games",6.60634,1.8016,126,2480,1259,2082,No,Recommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Struggle for Catan",4,10,2,25,45,2011,"Card Game,City Building","Hand Management,Trading","999 Games,Albi,Catan Studio,Devir,Dexy Co,Filosofia Éditions,Galakta,GP Games,Hobby World,Igroljub,Kaissa Chess & Games,KOSMOS,Mayfair Games",6.24503,1.6667,126,3740,2149,1655,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Quarriors!",4,14,2,30,30,2011,"Dice,Fantasy,Fighting","Card Drafting,Deck / Pool Building,Dice Rolling","WizKids,Arclight,Galápagos Jogos,Intrafin Games,NECA,Stratelibri,Zvezda",6.81755,1.9638,719,14920,603,11407,Moderate,NotRecommended,Recommended,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Pastiche",4,10,2,45,60,2011,"Educational,Renaissance","Card Drafting,Hand Management,Pattern Building,Set Collection,Tile Placement,Trading","Eagle-Gryphon Games,Pegasus Spiele",6.87496,2.2794,136,2403,989,1760,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Crossboule",6,6,1,45,45,2008,"Action / Dexterity","Area Control / Area Influence","(Self-Published),Zoch Verlag",7.08037,1.125,16,341,3753,135,No,NotRecommended,Recommended,Recommended,Best,Recommended,Best,null,null,null,null,Best,5
"Avanti",5,10,3,60,60,2011,"Racing","Point to Point Movement,Simultaneous Action Selection","Zoch Verlag",6.31523,1.6316,19,238,5271,151,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,NotRecommended,8
"Da ist der Wurm drin",4,4,2,15,20,2011,"Animals,Children's Game,Dice,Racing","Betting/Wagering,Dice Rolling","Competo / Marektoy,Gigamic,Zoch Verlag",6.39889,1,21,427,3816,262,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,3
"Pamplona: Viva San Fermín!",4,8,2,45,45,2011,"Animals,Racing","Hand Management,Point to Point Movement","Ghenos Games,HomoLudicus,Tartan Grizzly Productions",5.99356,2.8,10,286,8791,139,No,null,NotRecommended,Recommended,Best,null,null,null,null,null,null,null,null
"Resident Evil Deck Building Game: Alliance",4,13,1,45,45,2011,"Card Game,Exploration,Fantasy,Horror,Video Game Theme,Zombies","Card Drafting,Deck / Pool Building,Hand Management,Partnerships,Variable Player Powers","Bandai",6.81462,2.3571,28,1297,2447,487,Some,Recommended,Recommended,Recommended,Best,null,null,null,null,null,null,Recommended,12
"City Square Off",2,8,2,15,15,2011,"City Building,Puzzle","Tile Placement","Gamewright",6.55044,1.125,16,321,4322,172,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Dungeons & Dragons: The Legend of Drizzt Board Game",5,12,1,60,60,2011,"Adventure,Exploration,Fantasy,Fighting,Miniatures,Novel-based","Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Role Playing","Wizards of the Coast",7.34462,2.631,252,8365,395,4112,Moderate,Recommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Strasbourg",5,12,3,60,60,2011,"City Building,Economic,Medieval","Area Control / Area Influence,Auction/Bidding,Pattern Building,Tile Placement","Pegasus Spiele",7.19257,2.733,176,2280,604,2094,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,10
"Québec",5,13,2,75,75,2011,"City Building","Area Control / Area Influence,Modular Board,Worker Placement","Le Scorpion Masqué,Asmodee,Ystari Games",7.17122,2.975,120,1808,897,1230,No,NotRecommended,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,12
"Dungeons & Dragons: Conquest of Nerath Board Game",4,12,2,120,240,2011,"Fantasy,Wargame","Dice Rolling,Partnerships","Hasbro,Wizards of the Coast",6.97151,2.6239,117,2662,1177,1277,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Pointless: The Board Game",4,10,2,60,60,2013,"Party Game,Trivia","Paper-and-Pencil","University Games",5.56019,1.3333,3,192,10584,103,Extensive,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,null
"Atlantis Rising",6,13,2,60,60,2012,"Ancient,Civilization,Mythology","Co-operative Play,Dice Rolling,Press Your Luck,Variable Player Powers,Worker Placement","Z-Man Games",6.58623,2.5818,55,1065,2036,756,Moderate,Recommended,Recommended,Recommended,Best,Best,Best,null,null,null,null,NotRecommended,10
"Super Dungeon Explore",6,10,2,120,120,2011,"Adventure,Exploration,Fantasy,Fighting,Miniatures","Action Point Allowance System,Dice Rolling,Modular Board,Partnerships,Variable Phase Order,Variable Player Powers","Ninja Division,Soda Pop Miniatures",6.97374,2.75,156,4855,898,2166,Moderate,NotRecommended,Recommended,Recommended,Best,NotRecommended,Recommended,null,null,null,null,NotRecommended,12
"Olympos",5,12,2,75,75,2011,"Ancient,Civilization,Fighting,Mythology,Territory Building","Area Control / Area Influence,Area Movement,Set Collection,Time Track","Hobby Japan,REBEL.pl,Rio Grande Games,Ystari Games",7.00307,2.9652,201,2713,758,2196,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,12
"Amateurs to Arms!",2,12,2,150,150,2012,"Napoleonic,Wargame","Area Movement,Campaign / Battle Card Driven,Secret Unit Deployment,Simulation","Clash of Arms Games",7.86905,3.2308,26,451,2965,147,Extensive,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,14
"Skull",6,14,3,45,45,2011,"Bluffing,Card Game","Auction/Bidding,Hand Management,Player Elimination","Asmodee,Granna,Lui-même",7.06547,1.1721,244,7351,487,5492,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,Recommended,8
"Pass the Pigs: Pig Party Edition",4,7,2,20,20,2011,"Animals,Dice,Negotiation,Party Game","Dice Rolling","Winning Moves Games (USA)",5.37767,1,9,248,11943,103,No,NotRecommended,Best,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Djam",6,10,2,15,15,2011,"Dice,Word Game","Dice Rolling","Asmodee",5.68991,1,8,202,9681,111,Some,NotRecommended,Best,Best,Best,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Artus",4,9,2,60,60,2011,"Medieval","Hand Management","alea,Ravensburger Spieleverlag GmbH,Rio Grande Games",6.30054,2.2381,84,1334,2456,867,Some,NotRecommended,Best,Best,NotRecommended,null,null,null,null,null,null,NotRecommended,10
"Schnappt Hubi!",4,5,2,20,20,2011,"Children's Game,Deduction,Electronic,Maze","Co-operative Play,Modular Board","Ravensburger Spieleverlag GmbH",6.86478,1.3529,17,288,3808,159,Some,Recommended,Best,Recommended,null,null,null,null,null,null,null,null,5
"Hegemonic",6,13,2,180,180,2013,"Civilization,Economic,Science Fiction,Space Exploration","Area Control / Area Influence,Hand Management,Modular Board,Simultaneous Action Selection,Tile Placement","Minion Games",6.99014,3.6531,49,1306,1992,472,Extensive,NotRecommended,Recommended,Recommended,Best,Recommended,Best,null,null,null,null,NotRecommended,10
"Guards! Guards! A Discworld Boardgame",6,11,2,120,120,2011,"Fantasy,Novel-based","Area Control / Area Influence,Area Movement,Dice Rolling,Secret Unit Deployment,Simultaneous Action Selection","Backspindle Games Ltd.,Z-Man Games",5.58647,2.6286,35,974,12396,351,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,10
"Dixit Odyssey",12,8,3,30,30,2011,"Humor,Party Game","Partnerships,Simultaneous Action Selection,Storytelling,Voting","ADC Blackfire Entertainment,Asmodee,Asterion Press,Galápagos Jogos,Gém Klub Kft.,hobbity.eu,KADABRA,Kaissa Chess & Games,Lautapelit.fi,Libellud,Lifestyle Boardgames Ltd,REBEL.pl,Swan Panasia Co., Ltd.",7.52953,1.2526,384,13346,135,9880,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,Recommended,NotRecommended,8
